OID_,Value,EuropeCoun,EUcropPlus,HydroSoils,SlopeClass,CountryName,LandUse,SlopeClass,Manure added,Synthetic N applied,Sythetic P Applied,N Manure added,P Manure calculated,NUE,PUE,lucode,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
8342,8343,3,31,2,1,Austria,Non improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,8343,0,0.09,200,0.9954,0,0.09,200
8343,8344,3,31,2,3,Austria,Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,8344,0,0.09,200,0.9959,0,0.09,200
8344,8345,3,31,2,2,Austria,Non improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,8345,0,0.09,200,0.9963,0,0.09,200
8345,8346,3,219,3,2,Austria,Other cereals,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,77,8,62.18,11.73,0.66,1.15,8346,47.32263645,0.17,200,0.5778,0,0.17,200
8346,8347,3,217,3,1,Austria,Rice,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,63,6,62.18,11.73,0.65,0.76,8347,43.8144787,0.05,200,0.8451,4.255889427,0.05,200
8347,8348,41,215,2,2,Slovakia,Oats,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,60,9,23.92,4.51,0.48,0.67,8348,43.63951123,0.21,200,0,4.459491548,0.21,200
8348,8349,41,90,2,2,Slovakia,Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.61,0.92,8349,0,0.4,200,0.789,0,0.4,200
8349,8350,41,233,2,1,Slovakia,Soya,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,76,28,23.92,4.51,0.49,0.68,8350,50.96028986,0.22,200,0.616,10.40435544,0.22,200
8350,8351,41,20,2,1,Slovakia,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.63,0.92,8351,0,0.62,200,0.9629,0,0.62,200
8351,8352,41,90,2,4,Slovakia,Herbaceous Wetland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.61,0.92,8352,0,0.4,200,0,0,0.4,200
8352,8353,41,230,2,1,Slovakia,Other non-permanent industrial crops,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,75,45,23.92,4.51,0.6,0.95,8353,39.56885479,0.19,200,0,2.475680538,0.19,200
8353,8354,41,230,2,2,Slovakia,Other non-permanent industrial crops,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,75,45,23.92,4.51,0.6,0.95,8354,39.56885479,0.19,200,0.7567,2.475680538,0.19,200
8354,8355,41,20,3,2,Slovakia,Shrubland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.62,0.63,8355,0,0.62,200,0.9149,0,0.62,200
8355,8356,3,501,2,1,Austria,Improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.57,0.83,8356,0,0.83,200,0.9905,0,0.83,200
8356,8357,3,501,2,2,Austria,Improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.57,0.83,8357,0,0.83,200,0.9648,0,0.83,200
8357,8358,41,219,3,1,Slovakia,Other cereals,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,45,10,23.92,4.51,0.66,1.15,8358,23.43352657,0.17,200,0.3706,0,0.17,200
8358,8359,3,233,2,1,Austria,Soya,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,25.22,8.73,62.18,11.73,0.49,0.68,8359,44.57615468,0.22,200,0.9787,6.548119237,0.22,200
8359,8360,41,233,2,2,Slovakia,Soya,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,76,28,23.92,4.51,0.49,0.68,8360,50.96028986,0.22,200,0.9999,10.40435544,0.22,200
8360,8361,20,33,3,2,Hungary,Non Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,304.61,57.47,0.65,0.79,8361,106.6144528,0.82,200,0.8695,12.06956069,0.82,200
8361,8362,20,33,3,1,Hungary,Non Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,304.61,57.47,0.65,0.79,8362,106.6144528,0.82,200,0.7309,12.06956069,0.82,200
8362,8363,20,33,3,3,Hungary,Non Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,304.61,57.47,0.65,0.79,8363,106.6144528,0.82,200,0.9231,12.06956069,0.82,200
8363,8364,20,33,3,4,Hungary,Non Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,304.61,57.47,0.65,0.79,8364,106.6144528,0.82,200,0.7082,12.06956069,0.82,200
8364,8365,20,80,2,2,Hungary,Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.56,0.81,8365,0,0,200,0,0,0,200
8365,8366,20,80,2,1,Hungary,Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.56,0.81,8366,0,0,200,0,0,0,200
8366,8367,20,80,2,3,Hungary,Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.56,0.81,8367,0,0,200,0,0,0,200
8367,8368,41,219,3,2,Slovakia,Other cereals,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,45,10,23.92,4.51,0.66,1.15,8368,23.43352657,0.17,200,0.307,0,0.17,200
8368,8369,20,90,2,2,Hungary,Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.61,0.92,8369,0,0.4,200,0.9383,0,0.4,200
8369,8370,20,231,3,5,Hungary,Sunflower,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,75,16,18.18,3.43,0.64,1.1,8370,33.54335793,0.13,200,0.0288,0,0.13,200
8370,8371,20,502,2,4,Hungary,Improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,1.9,0.17,22.25,4.2,0.58,0.9,8371,10.1405139,0.59,200,0.3667,0.436991987,0.59,200
8371,8372,20,216,2,4,Hungary,Maize,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,119.98,20.87,18.18,3.43,0.51,0.78,8372,67.6969216,0.41,200,0.2108,5.346870671,0.41,200
8372,8373,20,10,2,4,Hungary,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.58,0.84,8373,0,0.79,200,0.9888,0,0.79,200
8373,8374,20,221,2,4,Hungary,Potatoes,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,55,20,18.18,3.43,0.56,0.88,8374,32.19743747,0.41,200,0.5,2.811531946,0.41,200
8374,8375,20,32,2,4,Hungary,Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,44.61,8.42,0.69,0.75,8375,13.82885136,0.19,200,0.9963,2.10420745,0.19,200
8375,8376,20,218,3,3,Hungary,Triticale,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,44,15,18.18,3.43,0.61,0.89,8376,24.24863776,0.37,200,0,2.027237617,0.37,200
8376,8377,20,600,2,3,Hungary,Bare land,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.6,0.93,8377,0,0.05,200,0.9057,0,0.05,200
8377,8378,20,501,2,1,Hungary,Improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.57,0.83,8378,0,0.83,200,0.7113,0,0.83,200
8378,8379,20,600,2,1,Hungary,Bare land,<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.6,0.93,8379,0,0.05,200,0.901,0,0.05,200
8379,8380,20,502,4,4,Hungary,Improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,1.9,0.17,22.25,4.2,0.62,0.87,8380,9.174750675,0.59,200,0,0.568089583,0.59,200
8380,8381,20,212,3,2,Hungary,Durum wheat,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,120,25,18.18,3.43,0.6,0.72,8381,55.2703977,0.18,200,0.0088,7.960241206,0.18,200
8381,8382,20,233,3,4,Hungary,Soya,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,75,16,18.18,3.43,0.54,0.85,8382,42.86095736,0.22,200,0.0309,2.914414932,0.22,200
8382,8383,20,217,3,1,Hungary,Rice,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,44,15,18.18,3.43,0.65,0.76,8383,21.76159799,0.05,200,0.6572,4.423063891,0.05,200
8383,8384,20,212,3,3,Hungary,Durum wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,120,25,18.18,3.43,0.6,0.72,8384,55.2703977,0.18,200,0,7.960241206,0.18,200
8384,8385,20,213,4,3,Hungary,Barley,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,69,15,18.18,3.43,0.62,0.77,8385,33.12687782,0.23,200,0.0146,4.238769562,0.23,200
8385,8386,20,502,4,3,Hungary,Improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,1.9,0.17,22.25,4.2,0.62,0.87,8386,9.174750675,0.59,200,0.1514,0.568089583,0.59,200
8386,8387,20,32,4,2,Hungary,Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,44.61,8.42,0.58,0.67,8387,18.73586314,0.19,200,0.6492,2.777553834,0.19,200
8387,8388,20,40,4,2,Hungary,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,72.51,17.71,18.18,3.43,0.6,0.77,8388,36.27362526,0.27,200,0.17,4.861178613,0.27,200
8388,8389,20,90,4,1,Hungary,Herbaceous Wetland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.67,0.67,8389,0,0.4,200,0.2011,0,0.4,200
8389,8390,20,222,4,2,Hungary,Sugar beet,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,83,12,18.18,3.43,0.61,1,8390,39.45863776,0.34,200,0.066,0,0.34,200
8390,8391,20,300,2,5,Hungary,Woodland and Shrubland (incl. permanent crops,> mean + 3STD = 26.558-89.281 degrees,No,3.9,0.25,0,0,0.55,0.82,8391,1.752864863,0.9,200,0.9513,0.044560562,0.9,200
8391,8392,20,211,2,4,Hungary,Common wheat,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,120,25,18.18,3.43,0.49,0.7,8392,70.46975707,0.4,200,0.0768,8.528829864,0.4,200
8392,8393,20,221,3,5,Hungary,Potatoes,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,55,20,18.18,3.43,0.66,1.04,8393,24.87983805,0.41,200,0,0,0.41,200
8393,8394,20,32,4,3,Hungary,Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,44.61,8.42,0.58,0.67,8394,18.73586314,0.19,200,0.6153,2.777553834,0.19,200
8394,8395,20,10,4,2,Hungary,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.56,0.68,8395,0,0.79,200,0.7623,0,0.79,200
8395,8396,20,40,2,4,Hungary,Cropland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,72.51,17.71,18.18,3.43,0.54,0.82,8396,41.71466904,0.27,200,0.8928,3.804400653,0.27,200
8396,8397,20,290,4,3,Hungary,Bare arable land,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.67,8397,0,0.05,200,0.0045,0,0.05,200
8397,8398,20,231,4,3,Hungary,Sunflower,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,75,16,18.18,3.43,0.64,1.19,8398,33.54335793,0.13,200,0.0531,0,0.13,200
8398,8399,20,80,4,1,Hungary,Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.62,0.73,8399,0,0,200,0,0,0,200
8399,8400,20,600,4,1,Hungary,Bare land,<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.63,1.24,8400,0,0.05,200,0.4176,0,0.05,200
8400,8401,20,213,4,2,Hungary,Barley,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,69,15,18.18,3.43,0.62,0.77,8401,33.12687782,0.23,200,0,4.238769562,0.23,200
8401,8402,20,503,3,1,Hungary,Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.66,0.92,8402,29.77968061,0.9,200,0.154,1.268217975,0.9,200
8402,8403,20,31,2,1,Hungary,Non improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,8403,0,0.09,200,0.996,0,0.09,200
8403,8404,20,233,2,1,Hungary,Soya,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,75,16,18.18,3.43,0.49,0.68,8404,47.51975707,0.22,200,0.147,6.217418521,0.22,200
8404,8405,20,219,3,1,Hungary,Other cereals,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,44,15,18.18,3.43,0.66,1.15,8405,21.13983805,0.17,200,0.3406,0,0.17,200
8405,8406,20,503,2,1,Hungary,Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.51,0.75,8406,42.917775,0.9,200,0.6246,3.963181173,0.9,200
8406,8407,20,503,3,2,Hungary,Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.66,0.92,8407,29.77968061,0.9,200,0.0659,1.268217975,0.9,200
8407,8408,20,33,2,1,Hungary,Non Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,304.61,57.47,0.65,0.84,8408,106.6144528,0.82,200,0.992,9.195855763,0.82,200
8408,8409,20,20,2,1,Hungary,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.63,0.92,8409,0,0.62,200,0.9676,0,0.62,200
8409,8410,20,223,3,2,Hungary,Other root crops,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,69,16,18.18,3.43,0.56,0.95,8410,38.35743747,0.13,200,0.1629,0.971471644,0.13,200
8410,8411,20,230,2,1,Hungary,Other non-permanent industrial crops,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,88,17,18.18,3.43,0.6,0.95,8411,42.4703977,0.19,200,0.0138,1.021471644,0.19,200
8411,8412,20,90,2,3,Hungary,Herbaceous Wetland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.61,0.92,8412,0,0.4,200,0.9246,0,0.4,200
8412,8413,20,212,3,1,Hungary,Durum wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,120,25,18.18,3.43,0.6,0.72,8413,55.2703977,0.18,200,0,7.960241206,0.18,200
8413,8414,20,600,2,2,Hungary,Bare land,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.6,0.93,8414,0,0.05,200,0.8988,0,0.05,200
8414,8415,20,90,2,4,Hungary,Herbaceous Wetland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.61,0.92,8415,0,0.4,200,0.8879,0,0.4,200
8415,8416,20,600,2,4,Hungary,Bare land,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.6,0.93,8416,0,0.05,200,0.904,0,0.05,200
8416,8417,20,90,3,4,Hungary,Herbaceous Wetland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.65,1.03,8417,0,0.4,200,0.9082,0,0.4,200
8417,8418,20,80,2,4,Hungary,Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.56,0.81,8418,0,0,200,0,0,0,200
8418,8419,20,232,2,3,Hungary,Rape and turnip rape,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,130,40,18.18,3.43,0.55,1.02,8419,66.67919742,0.5,200,0,0,0.5,200
8419,8420,20,503,3,3,Hungary,Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.66,0.92,8420,29.77968061,0.9,200,0.0476,1.268217975,0.9,200
8420,8421,20,503,4,1,Hungary,Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.58,0.74,8421,36.78666428,0.9,200,0.0887,4.12170842,0.9,200
8421,8422,20,290,2,2,Hungary,Bare arable land,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.96,8422,0,0.05,200,0,0,0.05,200
8422,8423,20,503,3,4,Hungary,Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.66,0.92,8423,29.77968061,0.9,200,0.1216,1.268217975,0.9,200
8423,8424,20,233,2,2,Hungary,Soya,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,75,16,18.18,3.43,0.49,0.68,8424,47.51975707,0.22,200,0.2276,6.217418521,0.22,200
8424,8425,20,221,2,3,Hungary,Potatoes,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,55,20,18.18,3.43,0.56,0.88,8425,32.19743747,0.41,200,0.1284,2.811531946,0.41,200
8425,8426,20,31,2,2,Hungary,Non improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,8426,0,0.09,200,0.9968,0,0.09,200
8426,8427,20,503,2,2,Hungary,Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.51,0.75,8427,42.917775,0.9,200,0.2353,3.963181173,0.9,200
8427,8428,20,503,2,3,Hungary,Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.51,0.75,8428,42.917775,0.9,200,0.2144,3.963181173,0.9,200
8428,8429,20,33,2,2,Hungary,Non Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,304.61,57.47,0.65,0.84,8429,106.6144528,0.82,200,0.9922,9.195855763,0.82,200
8429,8430,20,503,4,2,Hungary,Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,6.89,0.63,80.7,15.23,0.58,0.74,8430,36.78666428,0.9,200,0.2834,4.12170842,0.9,200
8430,8431,20,600,4,2,Hungary,Bare land,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.63,1.24,8431,0,0.05,200,0.4194,0,0.05,200
8431,8432,20,501,4,1,Hungary,Improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.59,0.79,8432,0,0.83,200,0.1006,0,0.83,200
8432,8433,20,501,2,2,Hungary,Improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.57,0.83,8433,0,0.83,200,0.6541,0,0.83,200
8433,8434,20,33,4,1,Hungary,Non Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,304.61,57.47,0.56,0.71,8434,134.0295978,0.82,200,0.5157,16.66748857,0.82,200
8434,8435,20,31,2,3,Hungary,Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,8435,0,0.09,200,0.9976,0,0.09,200
8435,8436,20,240,2,3,Hungary,Dry pulses,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,50,15,18.18,3.43,0.62,1.07,8436,25.90687782,0.17,200,0.7917,0,0.17,200
8436,8437,20,223,2,2,Hungary,Other root crops,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,69,16,18.18,3.43,0.57,0.95,8437,37.48567753,0.13,200,0.1285,0.971471644,0.13,200
8437,8438,20,214,2,3,Hungary,Rye,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,44,15,18.18,3.43,0.47,0.68,8438,32.95327696,0.41,200,0,5.897418521,0.41,200
8438,8439,20,218,2,1,Hungary,Triticale,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,44,15,18.18,3.43,0.47,0.64,8439,32.95327696,0.37,200,0.1218,6.634595837,0.37,200
8439,8440,20,219,2,1,Hungary,Other cereals,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,44,15,18.18,3.43,0.64,1.15,8440,22.38335793,0.17,200,0.3086,0,0.17,200
8440,8441,20,218,2,2,Hungary,Triticale,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,44,15,18.18,3.43,0.47,0.64,8441,32.95327696,0.37,200,0.0377,6.634595837,0.37,200
8441,8442,20,20,2,2,Hungary,Shrubland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.63,0.92,8442,0,0.62,200,0.9774,0,0.62,200
8442,8443,20,222,2,3,Hungary,Sugar beet,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,83,12,18.18,3.43,0.47,0.71,8443,53.62327696,0.34,200,0.011,4.474535535,0.34,200
8443,8444,20,230,2,2,Hungary,Other non-permanent industrial crops,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,88,17,18.18,3.43,0.6,0.95,8444,42.4703977,0.19,200,0.1073,1.021471644,0.19,200
8444,8445,20,300,1,2,Hungary,Woodland and Shrubland (incl. permanent crops,<= mean = 2.531- 5.06 degrees,No,3.9,0.25,0,0,0.52,0.78,8445,1.869722521,0.9,200,0.9995,0.05446291,0.9,200
8445,8446,20,300,1,1,Hungary,Woodland and Shrubland (incl. permanent crops,<= 1/2 STD = < 2.53 degrees,No,3.9,0.25,0,0,0.52,0.78,8446,1.869722521,0.9,200,0.9995,0.05446291,0.9,200
8446,8447,20,300,1,3,Hungary,Woodland and Shrubland (incl. permanent crops,<= mean + 1 STD = 5.061-12.225 degrees,No,3.9,0.25,0,0,0.52,0.78,8447,1.869722521,0.9,200,1,0.05446291,0.9,200
8447,8448,20,10,1,2,Hungary,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.54,0.79,8448,0,0.79,200,1,0,0.79,200
8448,8449,20,211,1,1,Hungary,Common wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,120,25,18.18,3.43,0.55,0.84,8449,62.17919742,0.4,200,0,4.548709261,0.4,200
8449,8450,20,501,2,3,Hungary,Improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.57,0.83,8450,0,0.83,200,0.8594,0,0.83,200
8450,8451,20,290,2,3,Hungary,Bare arable land,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.96,8451,0,0.05,200,0,0,0.05,200
8451,8452,38,40,2,1,Romania,Cropland (ESA),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,78.85,38.92,14.99,2.83,0.54,0.82,8452,43.16589914,0.27,200,0.8049,7.51539971,0.27,200
8452,8453,38,216,2,1,Romania,Maize,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,78.42,29.84,14.99,2.83,0.51,0.78,8453,45.77049039,0.41,200,0.051,7.186795489,0.41,200
8453,8454,38,211,2,1,Romania,Common wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,76,38,14.99,2.83,0.49,0.7,8454,46.40321912,0.4,200,0,12.24830401,0.4,200
8454,8455,38,502,2,1,Romania,Improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,0.16,0.04,20.49,3.87,0.58,0.9,8455,8.676321737,0.59,200,0.2428,0.39077416,0.59,200
8455,8456,38,231,2,1,Romania,Sunflower,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,68,28,14.99,2.83,0.54,0.9,8456,38.17388391,0.13,200,0.2888,3.082768003,0.13,200
8456,8457,38,502,2,2,Romania,Improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,0.16,0.04,20.49,3.87,0.58,0.9,8457,8.676321737,0.59,200,0.1611,0.39077416,0.59,200
8457,8458,38,40,2,2,Romania,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,78.85,38.92,14.99,2.83,0.54,0.82,8458,43.16589914,0.27,200,0.8594,7.51539971,0.27,200
8458,8459,38,211,2,2,Romania,Common wheat,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,76,38,14.99,2.83,0.49,0.7,8459,46.40321912,0.4,200,0,12.24830401,0.4,200
8459,8460,38,216,2,2,Romania,Maize,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,78.42,29.84,14.99,2.83,0.51,0.78,8460,45.77049039,0.41,200,0.0114,7.186795489,0.41,200
8460,8461,38,214,2,1,Romania,Rye,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,56,27,14.99,2.83,0.47,0.68,8461,37.6229532,0.41,200,0,9.54485761,0.41,200
8461,8462,38,250,2,1,Romania,Fodder crops (cereals and leguminous),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,9.42,3.3,14.99,2.83,0.52,0.8,8462,11.71390577,0.43,200,0.0933,1.225967661,0.43,200
8462,8463,38,213,2,1,Romania,Barley,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,76,35,14.99,2.83,0.64,1.07,8463,32.7552135,0.23,200,0,0,0.23,200
